Título,Autores,Precio,Disponibilidad,Rating,Categoría,Stock,URL
On a Midnight Clear,['Sara Rosett'],Â£14.07,In stock,Three,Add a comment,In stock (16 available),https://books.toscrape.com/catalogue/on-a-midnight-clear_912/index.html
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),['Rodolfo Tello'],Â£53.90,In stock,Two,Add a comment,In stock (16 available),https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html
"Shobu Samurai, Project Aryoku (#3)",['Shinry'],Â£29.06,In stock,Three,Add a comment,In stock (15 available),https://books.toscrape.com/catalogue/shobu-samurai-project-aryoku-3_830/index.html
Modern Romance,"['OAC Review Index (University of Guelph)', 'S. Gray']",Â£28.26,In stock,Five,Add a comment,In stock (15 available),https://books.toscrape.com/catalogue/modern-romance_820/index.html
The White Queen (The Cousins' War #1),['Philippa Gregory'],Â£25.91,In stock,Five,Add a comment,In stock (14 available),https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html
The Song of Achilles,['Madeline Miller'],Â£37.40,In stock,Five,Add a comment,In stock (14 available),https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html
The Immortal Life of Henrietta Lacks,['Libros Maestros'],Â£40.67,In stock,Two,Add a comment,In stock (14 available),https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html
The Dovekeepers,['Alice Hoffman'],Â£48.78,In stock,One,Add a comment,In stock (14 available),https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html
More Than Music (Chasing the Dream #1),"['Bill Gaither', 'Ken Abraham']",Â£37.61,In stock,Two,Add a comment,In stock (14 available),https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html
Code Name Verity (Code Name Verity #1),['Elizabeth Wein'],Â£22.13,In stock,Four,Add a comment,In stock (14 available),https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html
Cell,['Bruce Alberts'],Â£20.29,In stock,Four,Add a comment,In stock (14 available),https://books.toscrape.com/catalogue/cell_674/index.html
Angels Walking (Angels Walking #1),['Karen Kingsbury'],Â£34.20,In stock,Two,Add a comment,In stock (14 available),https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",['Mary Elizabeth Williams'],Â£56.48,In stock,Two,Add a comment,In stock (14 available),https://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html
A People's History of the United States,"['Howard Zinn', 'Kathy Emery', 'Ellen Reeves']",Â£40.79,In stock,Two,Add a comment,In stock (14 available),https://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html
A Brush of Wings (Angels Walking #3),['Karen Kingsbury'],Â£55.51,In stock,One,Add a comment,In stock (14 available),https://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html
Rook,"[""Daniel O'Malley""]",Â£37.86,In stock,Four,Add a comment,In stock (13 available),https://books.toscrape.com/catalogue/rook_647/index.html
The Midnight Watch: A Novel of the Titanic and the Californian,['David Dyer'],Â£26.20,In stock,One,Add a comment,In stock (12 available),https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,"['Bruce Fine', 'Hank Lewin']",Â£59.15,In stock,Four,Add a comment,In stock (12 available),https://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html
The Children,[],Â£11.88,In stock,Three,Add a comment,In stock (12 available),https://books.toscrape.com/catalogue/the-children_633/index.html
One with You (Crossfire #5),['Sylvia Day'],Â£15.71,In stock,Four,Add a comment,In stock (12 available),https://books.toscrape.com/catalogue/one-with-you-crossfire-5_626/index.html
Without Shame,['Shemaryah Mannie'],Â£48.27,In stock,Five,Add a comment,In stock (9 available),https://books.toscrape.com/catalogue/without-shame_580/index.html
Watchmen,['Alan Moore'],Â£58.05,In stock,Four,Add a comment,In stock (9 available),https://books.toscrape.com/catalogue/watchmen_579/index.html
A Hero's Curse (The Unseen Chronicles #1),['Lewis Wingfield'],Â£50.49,In stock,Three,Add a comment,In stock (9 available),https://books.toscrape.com/catalogue/a-heros-curse-the-unseen-chronicles-1_557/index.html
23 Degrees South: A Tropical Tale of Changing Whether...,[],Â£35.79,In stock,Two,Add a comment,In stock (9 available),https://books.toscrape.com/catalogue/23-degrees-south-a-tropical-tale-of-changing-whether_556/index.html
The Glass Castle,['Jeannette Walls'],Â£16.24,In stock,One,Add a comment,In stock (7 available),https://books.toscrape.com/catalogue/the-glass-castle_496/index.html
The Drowning Girls,"['Daniela Vlaskalic', 'Beth Graham', 'Charlie Tomlinson']",Â£35.67,In stock,Three,Add a comment,In stock (7 available),https://books.toscrape.com/catalogue/the-drowning-girls_494/index.html
Team of Rivals: The Political Genius of Abraham Lincoln,['Doris Kearns Goodwin'],Â£20.12,In stock,Five,Add a comment,In stock (7 available),https://books.toscrape.com/catalogue/team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html
John Adams,['Simon Somerville Laurie'],Â£57.43,In stock,Four,Add a comment,In stock (7 available),https://books.toscrape.com/catalogue/john-adams_472/index.html
Good in Bed (Cannie Shapiro #1),['Jennifer Weiner'],Â£37.05,In stock,Five,Add a comment,In stock (7 available),https://books.toscrape.com/catalogue/good-in-bed-cannie-shapiro-1_469/index.html
The Joy of Cooking,"['Irma S. Rombauer', 'Marion Rombauer Becker']",Â£43.27,In stock,Four,Add a comment,In stock (6 available),https://books.toscrape.com/catalogue/the-joy-of-cooking_449/index.html
The Golden Compass (His Dark Materials #1),['Philip Pullman'],Â£18.77,In stock,One,Add a comment,In stock (6 available),https://books.toscrape.com/catalogue/the-golden-compass-his-dark-materials-1_445/index.html
The God Delusion,['Richard Dawkins'],Â£46.85,In stock,Three,Add a comment,In stock (6 available),https://books.toscrape.com/catalogue/the-god-delusion_444/index.html
Pride and Prejudice,['Jane Austen'],Â£19.27,In stock,Four,Add a comment,In stock (6 available),https://books.toscrape.com/catalogue/pride-and-prejudice_437/index.html
Mere Christianity,['C.S. Lewis'],Â£48.51,In stock,Three,Add a comment,In stock (6 available),https://books.toscrape.com/catalogue/mere-christianity_435/index.html
Fun Home: A Family Tragicomic,['Alison Bechdel'],Â£56.59,In stock,Four,Add a comment,In stock (6 available),https://books.toscrape.com/catalogue/fun-home-a-family-tragicomic_428/index.html
The Raven King (The Raven Cycle #4),['Maggie Stiefvater'],Â£30.57,In stock,Two,Add a comment,In stock (5 available),https://books.toscrape.com/catalogue/the-raven-king-the-raven-cycle-4_412/index.html
Find Her (Detective D.D. Warren #8),['Lisa Gardner'],Â£22.37,In stock,One,Add a comment,In stock (5 available),https://books.toscrape.com/catalogue/find-her-detective-dd-warren-8_373/index.html
Evicted: Poverty and Profit in the American City,['Matthew Desmond'],Â£42.27,In stock,One,Add a comment,In stock (5 available),https://books.toscrape.com/catalogue/evicted-poverty-and-profit-in-the-american-city_372/index.html
A Game of Thrones (A Song of Ice and Fire #1),['George R. R. Martin'],Â£46.42,In stock,Two,Add a comment,In stock (5 available),https://books.toscrape.com/catalogue/a-game-of-thrones-a-song-of-ice-and-fire-1_358/index.html
A Clash of Kings (A Song of Ice and Fire #2),['George R. R. Martin'],Â£10.79,In stock,Three,Add a comment,In stock (5 available),https://books.toscrape.com/catalogue/a-clash-of-kings-a-song-of-ice-and-fire-2_356/index.html
The Tipping Point: How Little Things Can Make a Big Difference,['Malcolm Gladwell'],Â£10.02,In stock,Two,Add a comment,In stock (3 available),https://books.toscrape.com/catalogue/the-tipping-point-how-little-things-can-make-a-big-difference_284/index.html
The Rest Is Noise: Listening to the Twentieth Century,['Alex Ross'],Â£34.77,In stock,One,Add a comment,In stock (3 available),https://books.toscrape.com/catalogue/the-rest-is-noise-listening-to-the-twentieth-century_274/index.html
The Purpose Driven Life: What on Earth Am I Here for?,['Rick Warren'],Â£37.19,In stock,Three,Add a comment,In stock (3 available),https://books.toscrape.com/catalogue/the-purpose-driven-life-what-on-earth-am-i-here-for_272/index.html
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),['Douglas Adams'],Â£47.80,In stock,Three,Add a comment,In stock (3 available),https://books.toscrape.com/catalogue/the-hitchhikers-guide-to-the-galaxy-hitchhikers-guide-to-the-galaxy-1_255/index.html
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),['Sylvain Runberg'],Â£57.48,In stock,One,Add a comment,In stock (3 available),https://books.toscrape.com/catalogue/the-girl-who-kicked-the-hornets-nest-millennium-trilogy-3_248/index.html
"The End of Faith: Religion, Terror, and the Future of Reason",['Sam Harris'],Â£22.13,In stock,Four,Add a comment,In stock (3 available),https://books.toscrape.com/catalogue/the-end-of-faith-religion-terror-and-the-future-of-reason_246/index.html
The Complete Poems,['Cecil Day Lewis'],Â£41.32,In stock,Five,Add a comment,In stock (3 available),https://books.toscrape.com/catalogue/the-complete-poems_237/index.html
The Catcher in the Rye,['J. D. Salinger'],Â£24.55,In stock,One,Add a comment,In stock (3 available),https://books.toscrape.com/catalogue/the-catcher-in-the-rye_236/index.html
The Case for Christ (Cases for Christianity),['Lee Strobel'],Â£47.84,In stock,One,Add a comment,In stock (3 available),https://books.toscrape.com/catalogue/the-case-for-christ-cases-for-christianity_234/index.html
The Blind Side: Evolution of a Game,['Michael Lewis'],Â£53.71,In stock,Five,Add a comment,In stock (3 available),https://books.toscrape.com/catalogue/the-blind-side-evolution-of-a-game_231/index.html
Seven Days in the Art World,['Sarah Thornton'],Â£52.33,In stock,Two,Add a comment,In stock (3 available),https://books.toscrape.com/catalogue/seven-days-in-the-art-world_220/index.html
Sarah's Key,['Tatiana De Rosnay'],Â£46.29,In stock,One,Add a comment,In stock (3 available),https://books.toscrape.com/catalogue/sarahs-key_217/index.html
Rogue Lawyer (Rogue Lawyer #1),['John Grisham'],Â£50.11,In stock,Three,Add a comment,In stock (3 available),https://books.toscrape.com/catalogue/rogue-lawyer-rogue-lawyer-1_214/index.html
Manuscript Found in Accra,['Paulo Coelho'],Â£34.98,In stock,Two,Add a comment,In stock (3 available),https://books.toscrape.com/catalogue/manuscript-found-in-accra_192/index.html
Fire Bound (Sea Haven/Sisters of the Heart #5),['Christine Feehan'],Â£21.28,In stock,Four,Add a comment,In stock (3 available),https://books.toscrape.com/catalogue/fire-bound-sea-havensisters-of-the-heart-5_157/index.html
Cosmos,['Alexander von Humboldt'],Â£36.17,In stock,Two,Add a comment,In stock (3 available),https://books.toscrape.com/catalogue/cosmos_141/index.html
#GIRLBOSS,"['Bill Gardner', 'Johnny Long', 'Justin Brown']",Â£50.96,In stock,One,Add a comment,In stock (3 available),https://books.toscrape.com/catalogue/girlboss_113/index.html
The Sense of an Ending,['Julian Barnes'],Â£31.38,In stock,Three,Add a comment,In stock (2 available),https://books.toscrape.com/catalogue/the-sense-of-an-ending_111/index.html
The Republic,['Plato'],Â£33.78,In stock,Three,Add a comment,In stock (1 available),https://books.toscrape.com/catalogue/the-republic_78/index.html
The Odyssey,['Homer'],Â£29.64,In stock,Three,Add a comment,In stock (1 available),https://books.toscrape.com/catalogue/the-odyssey_77/index.html
The Light of the Fireflies,['Wade Edward Speer'],Â£54.43,In stock,One,Add a comment,In stock (1 available),https://books.toscrape.com/catalogue/the-light-of-the-fireflies_71/index.html
The Iliad,['Homer'],Â£16.16,In stock,One,Add a comment,In stock (1 available),https://books.toscrape.com/catalogue/the-iliad_69/index.html
The Communist Manifesto,"['Karl Marx', 'Friedrich Engels']",Â£14.76,In stock,Three,Add a comment,In stock (1 available),https://books.toscrape.com/catalogue/the-communist-manifesto_61/index.html
Lord of the Flies,['William Golding'],Â£24.89,In stock,Three,Add a comment,In stock (1 available),https://books.toscrape.com/catalogue/lord-of-the-flies_30/index.html
Unicorn Tracks,['Julia Ember'],Â£18.78,In stock,Three,Fantasy,In stock (16 available),https://books.toscrape.com/catalogue/unicorn-tracks_951/index.html
"Saga, Volume 6 (Saga (Collected Editions) #6)",['Frank Herbert'],Â£25.02,In stock,Three,Fantasy,In stock (16 available),https://books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html
Princess Between Worlds (Wide-Awake Princess #5),['E.D. Baker'],Â£13.34,In stock,Five,Fantasy,In stock (16 available),https://books.toscrape.com/catalogue/princess-between-worlds-wide-awake-princess-5_919/index.html
Masks and Shadows,['NICOLLE. MAY'],Â£56.40,In stock,Two,Fantasy,In stock (16 available),https://books.toscrape.com/catalogue/masks-and-shadows_909/index.html
Crown of Midnight (Throne of Glass #2),['Sarah J. Maas'],Â£43.29,In stock,Three,Fantasy,In stock (16 available),https://books.toscrape.com/catalogue/crown-of-midnight-throne-of-glass-2_888/index.html
"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",['Gene Luen Yang'],Â£28.09,In stock,Two,Fantasy,In stock (16 available),https://books.toscrape.com/catalogue/avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html
A Court of Thorns and Roses (A Court of Thorns and Roses #1),['Sarah J. Maas'],Â£52.37,In stock,One,Fantasy,In stock (16 available),https://books.toscrape.com/catalogue/a-court-of-thorns-and-roses-a-court-of-thorns-and-roses-1_874/index.html
Throne of Glass (Throne of Glass #1),['Sarah J. Maas'],Â£35.07,In stock,Three,Fantasy,In stock (15 available),https://books.toscrape.com/catalogue/throne-of-glass-throne-of-glass-1_868/index.html
The Glittering Court (The Glittering Court #1),['Richelle Mead'],Â£44.28,In stock,One,Fantasy,In stock (15 available),https://books.toscrape.com/catalogue/the-glittering-court-the-glittering-court-1_845/index.html
Hollow City (Miss Peregrineâs Peculiar Children #2),['Ransom Riggs'],Â£42.98,In stock,One,Fantasy,In stock (15 available),https://books.toscrape.com/catalogue/hollow-city-miss-peregrines-peculiar-children-2_813/index.html
The Star-Touched Queen,['Roshani Chokshi'],Â£46.02,In stock,Five,Fantasy,In stock (14 available),https://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html
The Hidden Oracle (The Trials of Apollo #1),['Rick Riordan'],Â£52.26,In stock,Two,Fantasy,In stock (14 available),https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html
The Bane Chronicles (The Bane Chronicles #1-11),"['Cassandra Clare', 'Sarah Rees Brennan', 'Maureen Johnson']",Â£44.73,In stock,Four,Fantasy,In stock (14 available),https://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html
